contactId,contactName,sourceType,xeroId,date,status,accountCode,dominantAccountForContact,lineAmount,taxType,insidePeriod,isDominantAccount,contributesToPotentialError
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,SPEND bank txn,03c93986-6652-4c0d-b67f-0286a0d0cd66,2025-10-01,AUTHORISED,445,469,262.35,RRINPUT,lookback_only,no,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,SPEND bank txn,d6c0a570-01ce-488a-8f3a-b213a3d1bbfb,2025-10-31,AUTHORISED,469,469,3250,INPUT2,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,ACCPAY bill,7ea2ad9e-fb95-42b7-b65c-4e2e39f6bc02,2025-11-03,PAID,469,469,312.01,INPUT2,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,ACCPAY bill,389e2185-f4b5-481d-903c-e720bd5123ae,2025-11-10,PAID,469,469,124.48,ZERORATEDINPUT,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,ACCPAY bill,b9c82a83-cf6b-47b9-83b3-a103a7b4cd58,2025-11-28,PAID,469,469,2708.33,INPUT2,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,ACCPAY bill,dd8dade0-42bf-447b-a119-fb8164419eb2,2025-11-30,PAID,469,469,313,INPUT2,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,ACCPAY bill,1461cea9-1623-44a4-af93-fbf583cb5db1,2025-12-31,PAID,469,469,2708.33,INPUT2,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,ACCPAY bill,2efefd0c-f39a-4088-ab34-418a07829094,2026-01-31,PAID,469,469,2708.33,INPUT2,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,SPEND bank txn,335ca4ee-6da9-4f2f-855c-444fad15fbea,2026-03-16,AUTHORISED,469,469,110.24,RRINPUT,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,SPEND bank txn,f476cafb-0b4f-4089-a96c-28ac69c5ef2d,2026-03-16,AUTHORISED,469,469,595.02,RRINPUT,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,ACCPAY bill,93c83ac2-e654-47d0-a37b-2202325487fa,2026-03-31,PAID,469,469,2708.33,INPUT2,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,SPEND bank txn,b1d36756-03c5-4c2a-970c-78ec1a33cf55,2026-04-09,AUTHORISED,469,469,1200,INPUT2,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,SPEND bank txn,bac685b0-c55d-4ac6-8768-8ab771a742c2,2026-04-09,AUTHORISED,469,469,1050,INPUT2,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,SPEND bank txn,dec23987-81ec-4452-b1fe-b4152aae153c,2026-04-09,AUTHORISED,469,469,1000,INPUT2,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,SPEND bank txn,6df26c81-9c46-40f7-8576-746dd869240e,2026-04-29,AUTHORISED,469,469,348.68,RRINPUT,yes,yes,no
9dd425a8-76ec-4649-87ee-c054b24056d0,Ian W Bentley Bulk Transport Ltd,ACCPAY bill,a3c91f70-4996-45c2-a1d2-8b112e3ea203,2026-05-01,AUTHORISED,469,469,306.59,INPUT2,yes,yes,no
94fed95a-e482-4af5-a409-bbbf607976a5,MARKETPLACE MERCHA,SPEND bank txn,d80adc51-22cc-45a3-9815-25de4cc0a47e,2025-09-02,AUTHORISED,485,400,36,NONE,lookback_only,no,no
94fed95a-e482-4af5-a409-bbbf607976a5,MARKETPLACE MERCHA,SPEND bank txn,da1624f1-1393-4bdd-a121-67ad480061a2,2025-10-02,AUTHORISED,485,400,36,NONE,lookback_only,no,no
94fed95a-e482-4af5-a409-bbbf607976a5,MARKETPLACE MERCHA,SPEND bank txn,6d460c85-aea6-40b2-a4a8-147ee9f2c5ed,2025-10-06,AUTHORISED,400,400,12,NONE,lookback_only,yes,no
94fed95a-e482-4af5-a409-bbbf607976a5,MARKETPLACE MERCHA,SPEND bank txn,767f8d1f-8598-42a5-8a82-6ec87a75af5a,2025-11-04,AUTHORISED,400,400,24,NONE,yes,yes,no
94fed95a-e482-4af5-a409-bbbf607976a5,MARKETPLACE MERCHA,SPEND bank txn,2913b856-0031-4a3c-b007-24937e9f731b,2025-12-02,AUTHORISED,400,400,36,NONE,yes,yes,no
94fed95a-e482-4af5-a409-bbbf607976a5,MARKETPLACE MERCHA,SPEND bank txn,190c0648-3553-4b4d-8559-8440b1e8c51c,2026-01-05,AUTHORISED,400,400,36,NONE,yes,yes,no
94fed95a-e482-4af5-a409-bbbf607976a5,MARKETPLACE MERCHA,SPEND bank txn,5927617b-7952-4f5f-bb31-cf21ebcf16b8,2026-02-03,AUTHORISED,400,400,36,NONE,yes,yes,no
94fed95a-e482-4af5-a409-bbbf607976a5,MARKETPLACE MERCHA,SPEND bank txn,81ef5fd8-b7e6-4995-8227-c5a8b3d2ea1c,2026-03-03,AUTHORISED,400,400,36,NONE,yes,yes,no
94fed95a-e482-4af5-a409-bbbf607976a5,MARKETPLACE MERCHA,SPEND bank txn,cd4e45a5-55dd-4f45-8695-a92010eafe36,2026-04-02,AUTHORISED,400,400,36,NONE,yes,yes,no
